Station Vel_N(mm/yr) Vel_E(mm/yr) Vel_U(mm/yr) Dur_N Dur_E Dur_U Vel_N_midas(mm/yr) Vel_E_midas(mm/yr) Vel_U_midas(mm/yr) Latitude(deg) Longitude(deg) Height(m) diff_N(mm/yr) diff_E(mm/yr) diff_U(mm/yr)
MCN5 1.9 -13.3 -1.0 16.37 16.37 8.66 1.8 -13.0 -1.2 32.695 -83.561 60.5 0.1 -0.3 0.2
MCN6 2.7 -13.4 -2.4 14.26 8.68 8.74 1.9 -13.4 -1.8 32.695 -83.560 60.8 0.8 0.0 -0.6
MCNE -2.3 -11.8 -1.7 16.62 16.67 12.23 -2.1 -11.7 -1.6 30.181 -93.218 -10.1 -0.2 -0.1 -0.1
MCNL 24.6 -1.1 -2.8 8.90 17.26 17.26 25.0 -0.1 -2.3 -39.444 -183.303 366.3 -0.4 -1.0 -0.5
MCON 2.3 -14.9 -1.5 23.70 23.70 23.70 2.5 -15.2 -2.1 39.661 -81.829 271.4 -0.2 0.3 0.6
MCRK -9.0 -15.2 -1.6 10.70 10.70 10.24 -9.1 -15.4 -2.0 49.978 -109.465 779.7 0.1 0.2 0.4
MCRV 17.0 22.2 0.5 20.11 7.78 20.11 17.1 21.4 0.4 40.783 -344.832 1175.2 -0.1 0.8 0.1
MCSO -5.6 -9.6 0.3 22.92 22.89 20.45 -5.5 -9.4 -0.9 44.974 -122.956 52.8 -0.1 -0.2 1.2
MCSR 20.7 25.1 -0.3 5.45 6.43 6.43 20.5 24.7 -1.1 38.065 -344.770 1052.4 0.2 0.4 0.8
MCTN 8.0 -15.7 -0.5 17.48 17.48 13.20 8.1 -15.7 -0.6 46.096 -64.834 26.7 -0.1 0.0 0.1
MCTY -0.3 -14.1 -1.4 25.36 25.36 19.12 -0.3 -14.0 -0.7 36.120 -89.702 51.7 0.0 -0.1 -0.7
MDAI 4.5 -14.6 -2.0 8.11 8.11 8.11 4.4 -14.7 -1.9 38.139 -75.189 -34.5 0.1 0.1 -0.1
MDBR 4.5 -15.1 0.4 5.01 5.03 5.03 4.3 -15.1 0.7 39.538 -76.333 69.9 0.2 -0.0 -0.3
MDCF 4.7 -14.9 -2.3 9.48 9.38 9.48 4.6 -14.8 -2.7 37.982 -75.857 -24.6 0.1 -0.1 0.4
MDCH 5.4 -14.6 -2.3 4.49 4.49 4.49 4.5 -14.7 -2.0 39.527 -75.810 -27.5 0.9 0.1 -0.3
MDCT 4.2 -14.8 -1.4 9.71 9.71 9.71 4.1 -14.8 -1.4 39.229 -76.050 -20.3 0.1 0.0 0.0
MDDM 3.6 -15.2 -0.7 9.26 9.26 9.25 3.6 -15.4 -0.7 39.318 -77.196 201.7 0.0 0.2 0.0
MDDU 4.8 -14.9 0.6 4.82 4.82 4.82 4.8 -15.1 0.7 39.270 -76.502 -15.3 0.0 0.2 -0.1
MDEA 17.7 20.6 -0.6 17.63 22.58 22.58 17.7 20.5 -0.7 45.924 -346.564 165.7 0.0 0.1 0.1
MDEU 16.0 21.5 -0.2 6.90 6.90 6.90 16.0 21.4 -0.4 40.890 -350.837 576.4 -0.0 0.1 0.2
MDFC -8.0 -11.3 18.6 8.00 18.63 18.63 -8.3 -10.8 18.2 60.122 -136.958 897.1 0.3 -0.5 0.4
MDHG 4.0 -14.6 -1.6 10.48 10.48 10.48 4.2 -14.7 -1.5 38.532 -76.785 27.7 -0.2 0.1 -0.1
MDHT -9.1 -15.3 -0.1 4.04 4.28 4.28 -9.2 -15.1 -1.1 50.009 -110.724 705.3 0.1 -0.2 1.0
MDL1 -7.5 -17.0 1.8 4.39 4.39 4.31 -7.7 -16.8 1.1 52.482 -105.302 570.2 0.2 -0.2 0.7
MDL2 1.8 -16.8 -0.3 10.37 10.37 10.37 2.0 -16.9 -0.2 44.748 -79.885 168.8 -0.2 0.1 -0.1
MDLT 5.1 -14.5 -2.3 12.25 12.25 8.28 4.6 -14.5 -3.0 38.311 -76.633 4.8 0.5 0.0 0.7
MDMT -7.1 -15.9 -2.0 23.33 23.33 14.82 -7.1 -15.8 -2.2 42.418 -121.222 1710.5 0.0 -0.1 0.2
MDNM 4.1 -14.6 -1.8 8.06 8.05 8.03 4.0 -14.7 -1.2 38.558 -75.987 -22.3 0.1 0.1 -0.6
MDNR 17.0 18.7 -0.7 7.19 7.15 9.45 17.1 18.6 -0.7 41.889 -5.049 811.5 -0.1 0.1 -0.0
MDO1 -6.4 -12.6 -0.4 8.52 14.92 14.92 -6.2 -13.0 1.0 30.681 -104.015 2004.5 -0.2 0.4 -1.4
MDOC 4.7 -14.8 -2.3 9.47 9.47 9.47 4.7 -14.8 -2.5 38.326 -75.088 -26.1 0.0 0.0 0.2
MDOR 16.2 19.9 -0.2 11.22 11.22 7.19 16.0 19.8 -0.7 45.799 -355.191 330.6 0.2 0.1 0.5
MDPM 16.7 18.6 -0.8 18.45 18.45 18.45 16.7 18.8 -0.6 42.941 -3.484 658.9 -0.0 -0.2 -0.2
MDR5 -5.4 -16.7 -1.2 13.78 7.49 8.14 -5.0 -15.8 -2.1 46.905 -103.275 822.4 -0.4 -0.9 0.9
MDR6 -3.4 -14.7 -2.1 13.78 13.10 8.16 -3.6 -15.0 -2.5 46.905 -103.274 822.2 0.2 0.3 0.4
MDRS -8.3 -12.8 -2.0 12.69 12.69 12.69 -8.2 -12.7 -2.5 44.664 -121.130 735.9 -0.1 -0.1 0.5
MDSA 4.4 -14.5 -2.3 9.72 9.72 9.72 4.3 -14.6 -2.5 38.371 -75.524 -13.4 0.1 0.1 0.2
MDSI 4.2 -14.5 -1.1 5.68 5.68 5.68 3.8 -14.6 -0.6 38.319 -76.454 -18.1 0.4 0.1 -0.5
MDSK 4.0 -15.0 -0.5 8.12 8.12 8.12 3.9 -15.1 -0.6 39.526 -76.652 126.6 0.1 0.1 0.1
MDSP 4.1 -15.0 -2.5 4.72 4.72 4.72 4.2 -15.0 -3.0 39.515 -76.643 124.2 -0.1 -0.0 0.5
MDUM 4.3 -14.7 -1.0 4.77 5.03 5.03 4.2 -14.6 -0.8 38.817 -76.752 -13.9 0.1 -0.1 -0.2
MDVJ 11.5 22.7 0.3 23.84 23.84 11.81 11.5 22.7 0.5 56.021 -322.785 257.1 -0.0 0.0 -0.2
MDWD -1.3 -13.5 -8.6 12.36 12.35 12.36 -1.0 -13.3 -9.2 29.771 -95.595 2.1 -0.3 -0.2 0.6
MEA1 -5.2 -12.5 -2.8 6.81 5.99 12.29 -5.4 -11.1 -4.0 44.772 -90.778 292.6 0.2 -1.4 1.2
MEC2 16.3 18.5 0.6 15.75 15.75 10.55 16.2 18.5 0.3 50.638 -353.369 290.3 0.1 -0.0 0.3
MECC 6.7 -14.8 -0.1 6.71 10.02 4.94 6.7 -15.8 -0.8 44.826 -68.744 19.5 0.0 1.0 0.7
MECH 15.9 17.9 0.5 13.47 22.32 22.32 16.0 17.9 -0.0 51.003 -355.530 68.2 -0.1 -0.0 0.5
MECO 11.3 -1.6 2.5 4.13 4.13 4.12 11.0 -2.3 0.8 -29.185 -58.076 116.5 0.3 0.7 1.7
MED1 -9.1 -15.1 -2.1 7.56 7.56 7.56 -9.0 -15.3 -2.2 50.039 -110.674 664.9 -0.1 0.2 0.1
MED2 -8.4 -15.7 -1.3 4.55 4.55 4.55 -8.6 -15.9 -2.1 50.056 -110.714 702.7 0.2 0.2 0.8
MEDA 17.6 18.3 -0.6 14.01 14.01 14.01 17.0 18.3 -0.3 38.916 -6.349 289.9 0.6 -0.0 -0.3
MEDE 15.4 3.9 1.7 11.16 13.15 7.06 15.3 4.0 0.4 6.199 -75.579 1553.5 0.1 -0.1 1.3
MEDI 17.8 22.4 -2.1 26.64 26.63 18.99 17.8 22.1 -2.6 44.520 -348.353 50.0 -0.0 0.3 0.5
MEDO 57.5 39.6 -0.2 12.19 12.19 12.19 57.6 39.6 -0.1 -26.757 -245.390 109.8 -0.1 -0.0 -0.1
MEDX 6.3 -15.9 -0.5 13.11 13.11 13.11 6.3 -15.7 -0.2 45.026 -69.297 140.1 -0.0 -0.2 -0.3
MEE1 -0.6 -22.8 1.6 12.82 12.44 13.82 -0.2 -22.7 1.7 36.187 -120.759 788.8 -0.4 -0.1 -0.1
MEE2 21.1 -40.3 0.4 12.77 12.43 7.77 21.1 -40.3 2.1 36.181 -120.767 681.4 -0.0 0.0 -1.7
MEEL 6.3 -15.8 0.9 7.02 7.02 7.02 6.0 -15.9 0.9 43.594 -70.228 6.0 0.3 0.1 -0.0
MEFK 6.3 -15.9 0.7 5.66 5.66 5.66 6.3 -15.8 0.8 47.249 -68.592 146.7 0.0 -0.1 -0.1
MEFR 5.8 -15.8 -0.1 13.08 13.08 13.08 6.0 -15.8 0.4 44.675 -70.132 130.5 -0.2 0.0 -0.5
MEGO 6.2 -15.6 -2.1 16.55 16.55 8.77 6.3 -15.8 -0.9 43.681 -70.451 88.8 -0.1 0.2 -1.2
MEGR 5.9 -16.2 -0.1 12.47 12.47 12.47 6.3 -15.9 0.6 45.464 -69.594 292.8 -0.4 -0.3 -0.7
MEHI 12.6 21.1 1.0 10.96 10.96 10.96 12.7 21.0 1.0 58.235 -332.530 59.5 -0.1 0.1 0.0
MEIX 15.9 18.8 -0.0 14.40 21.08 21.08 15.8 18.7 -0.2 49.624 -354.556 369.5 0.1 0.1 0.2
MEJD 6.0 -15.7 -0.8 12.47 12.47 12.47 6.2 -15.6 0.2 44.608 -69.600 54.8 -0.2 -0.1 -1.0
MEL1 7.0 -15.4 -0.6 12.99 12.99 12.99 7.3 -15.5 -0.4 45.364 -68.507 53.5 -0.3 0.1 -0.2
MELA 19.2 23.2 -0.1 17.64 17.64 17.64 18.4 22.6 -0.3 41.706 -344.873 163.0 0.8 0.6 0.2
MELI 18.8 17.6 -0.4 13.74 13.74 13.74 18.6 17.3 -0.6 35.281 -2.952 88.8 0.2 0.3 0.2
MELN 16.2 18.4 -0.2 15.69 18.44 18.44 16.2 18.6 -0.7 48.539 -357.328 128.8 0.0 -0.2 0.5
MELO 3.7 -16.8 2.6 5.26 5.39 4.08 5.5 -15.8 2.9 45.310 -73.968 13.7 -1.8 -1.0 -0.3
MELR 17.0 18.1 -0.4 17.96 17.96 17.96 17.0 18.1 -0.2 39.695 -8.130 645.7 0.0 -0.0 -0.2
MELV -6.4 -17.3 1.3 4.62 4.62 4.62 -6.9 -17.5 0.1 50.927 -102.805 536.7 0.5 0.2 1.2
MEM2 -0.5 -14.8 -1.9 5.79 5.91 7.08 -0.6 -15.3 -2.2 35.466 -90.206 46.6 0.1 0.5 0.3
MEMA 6.3 -15.6 -0.4 13.08 13.08 13.08 6.2 -15.6 -0.4 44.710 -67.458 18.6 0.1 -0.0 -0.0
MENA 52.4 17.8 -1.3 14.79 14.79 14.79 52.3 17.8 -1.3 -34.126 -209.256 111.3 0.1 -0.0 -0.0
MENC 16.4 20.7 -1.2 8.66 8.66 8.66 16.4 20.8 -1.3 40.001 -356.169 66.6 -0.0 -0.1 0.1
MENE 15.8 17.5 -0.6 8.81 22.32 22.32 15.9 17.3 -1.3 50.781 -356.899 62.7 -0.1 0.2 0.7
MENO 58.7 22.3 -1.8 8.28 12.80 6.87 57.8 22.4 -0.8 -34.272 -218.193 62.3 0.9 -0.1 -1.0
MEOW 5.9 -16.0 -1.0 10.37 9.96 12.95 6.6 -15.7 -0.3 44.296 -69.745 36.2 -0.7 -0.3 -0.7
MEPD -1.9 -13.1 -1.0 11.62 11.62 11.62 -1.7 -13.1 -1.3 29.658 -95.240 -12.7 -0.2 -0.0 0.3
MEPH 6.9 -15.6 -0.3 7.51 7.51 7.51 6.9 -15.5 -0.3 44.405 -68.032 4.2 -0.0 -0.1 0.0
MEPI 6.7 -16.0 -0.1 16.03 16.03 16.03 6.7 -15.9 0.6 46.671 -68.017 147.6 0.0 -0.1 -0.7
MEPP 16.2 18.0 -0.3 19.18 19.91 13.86 16.3 18.0 0.1 52.716 -352.685 89.2 -0.1 0.0 -0.4
MEQU 16.2 19.3 -0.3 13.00 14.38 14.38 16.3 19.6 -0.7 41.379 -359.696 138.5 -0.1 -0.3 0.4
MER2 16.9 18.0 0.0 11.10 11.19 17.91 16.2 18.2 -0.1 40.389 -3.630 727.6 0.7 -0.2 0.1
MERA 5.5 -16.1 0.8 12.72 12.72 6.85 5.8 -16.0 0.8 44.974 -70.653 488.4 -0.3 -0.1 0.0
MERC -9.1 -14.7 -0.7 11.92 12.18 12.18 -8.8 -15.4 -0.4 36.633 -115.979 1256.9 -0.3 0.7 -0.3
MERI 0.7 -9.0 -1.1 15.63 10.06 14.75 0.4 -9.2 -1.3 20.980 -89.620 7.9 0.3 0.2 0.2
MERO 6.6 -15.6 -0.9 6.06 6.06 6.06 6.4 -15.7 -0.7 44.114 -69.119 7.6 0.2 0.1 -0.2
MERS 16.0 14.1 -0.2 24.94 11.20 24.94 16.1 14.1 0.2 36.566 -325.744 38.5 -0.1 0.0 -0.4
MERT 16.5 18.3 -2.0 5.86 15.99 12.25 17.1 17.9 -0.5 37.647 -7.660 134.0 -0.6 0.4 -1.5
MERY 16.3 18.7 -0.7 12.95 18.21 9.03 16.3 18.4 -1.2 48.514 -356.113 139.8 0.0 0.3 0.5
MES3 -8.3 -4.3 8.6 12.98 9.76 12.98 -8.4 -2.9 8.8 23.264 -239.174 925.8 0.1 -1.4 -0.2
MESA 4.9 13.9 1.5 6.37 6.86 6.87 5.5 12.5 2.2 38.485 -338.414 503.2 -0.6 1.4 -0.7
MESB 5.6 -15.3 -0.5 11.83 12.44 16.88 5.9 -15.3 -0.3 43.235 -70.810 20.7 -0.3 -0.0 -0.2
MESE -0.8 -15.9 -2.8 13.31 13.31 13.31 -1.0 -15.8 -3.2 44.118 -91.010 207.1 0.2 -0.1 0.4
MESN 5.9 -15.5 0.6 5.46 5.46 5.46 5.9 -15.6 0.5 43.448 -70.771 74.8 0.0 0.1 0.1
MESO 2.0 12.8 -3.3 4.20 6.47 7.78 1.8 13.4 -1.8 38.366 -338.525 29.6 0.2 -0.6 -1.5
MESP 6.2 -15.8 0.5 9.95 16.24 7.04 5.7 -15.7 0.9 44.218 -70.513 104.3 0.5 -0.1 -0.4
MESS 17.1 17.8 -0.7 14.47 14.47 14.47 17.1 17.8 -0.7 37.835 -8.245 258.9 0.0 -0.0 -0.0
MET0 -11.9 8.2 -0.0 9.58 9.58 9.58 -12.1 7.9 -0.2 38.065 -336.238 219.8 0.2 0.3 0.2
MET1 12.8 20.2 4.3 5.28 5.28 5.28 12.7 20.1 3.7 60.217 -335.605 94.6 0.1 0.1 0.6
MET3 12.9 20.1 4.6 11.83 11.83 11.83 12.8 20.1 4.4 60.217 -335.605 79.2 0.1 -0.0 0.2
MET4 -11.3 4.1 -1.3 4.89 4.89 4.89 -11.2 4.2 -1.0 36.826 -338.295 75.1 -0.1 -0.1 -0.3
METG 12.9 20.3 4.7 5.85 13.10 13.10 13.0 20.0 4.7 60.242 -335.616 59.7 -0.1 0.3 0.0
METH 29.9 -31.9 -1.8 8.69 8.73 14.97 29.6 -31.7 -1.9 -43.591 -188.425 452.7 0.3 -0.2 0.1
METO 16.5 17.8 -0.5 6.37 7.04 13.38 16.4 17.7 -0.6 48.700 -1.023 164.2 0.1 0.1 0.1
METR 1.9 -15.5 -1.5 23.99 13.36 23.99 1.6 -15.7 -1.6 42.685 -83.243 260.5 0.3 0.2 0.1
METS 13.0 20.3 4.7 12.51 13.74 13.76 12.8 20.1 4.2 60.217 -335.605 94.6 0.2 0.2 0.5
METZ 15.4 19.3 -1.8 7.49 7.49 7.49 15.1 19.4 -0.6 49.104 -353.802 269.5 0.3 -0.1 -1.2
MEWA 6.3 -15.4 -0.0 16.24 16.24 13.00 7.0 -15.4 -1.1 44.454 -69.097 49.6 -0.7 0.0 1.1
MEWH 6.5 -14.7 -0.4 5.73 5.73 5.73 6.1 -15.2 -0.5 43.846 -70.447 74.4 0.4 0.5 0.1
MEXI 9.0 -30.2 -3.1 11.05 11.05 8.04 11.7 -28.1 0.5 32.633 -115.476 -22.4 -2.7 -2.1 -3.6
MEYA 6.2 -15.7 0.0 9.14 9.14 9.14 6.2 -15.8 0.3 43.799 -70.189 12.9 -0.0 0.1 -0.3
MFEN 2.0 1.8 5.5 6.91 4.76 9.62 3.9 2.9 4.2 24.082 -238.828 2237.1 -1.9 -1.1 1.3
MFKG 18.9 18.1 1.0 23.03 23.03 18.92 19.1 18.2 1.0 -25.805 -334.460 1310.9 -0.2 -0.1 0.0
MFLD -2.1 -16.2 -2.4 14.41 14.40 14.41 -1.8 -16.2 -2.2 44.637 -90.135 341.7 -0.3 -0.0 -0.2
MFLE -6.1 -15.1 -0.6 5.22 5.21 5.22 -6.3 -14.9 -0.2 39.948 -105.194 1727.9 0.2 -0.2 -0.4
MFNL 18.1 21.9 -2.7 5.19 5.19 5.19 18.2 21.6 -2.9 37.791 -347.078 704.0 -0.1 0.3 0.2
MFP0 -6.7 -14.8 3.0 11.92 11.92 10.73 -6.4 -14.8 1.2 39.950 -105.194 1728.7 -0.3 -0.0 1.8
MFTC -6.7 -15.0 -0.7 10.88 10.88 5.53 -6.6 -14.9 -0.5 39.949 -105.194 1727.3 -0.1 -0.1 -0.2
MFTN -6.6 -14.9 -0.7 11.24 9.34 11.24 -6.4 -15.0 -0.5 39.949 -105.194 1727.3 -0.2 0.1 -0.2
MFTS -6.4 -14.8 -0.6 11.24 11.23 11.24 -6.3 -14.9 -0.7 39.949 -105.194 1727.3 -0.1 0.1 0.1
MFTW -6.5 -14.9 -0.7 11.23 11.23 11.24 -6.4 -14.9 -0.5 39.949 -105.194 1727.3 -0.1 -0.0 -0.2
MFUS 17.0 21.6 0.2 7.77 10.26 13.78 17.3 21.4 -0.2 41.058 -345.166 615.3 -0.3 0.2 0.4
MGAB 16.7 20.7 -0.1 15.29 8.63 15.29 16.8 20.5 -0.1 42.913 -347.889 532.6 -0.1 0.2 -0.0
MGBH 11.8 -4.4 1.0 16.66 7.42 16.66 12.2 -4.8 0.2 -19.942 -43.925 974.9 -0.4 0.4 0.8
MGEF 0.2 -14.0 0.9 6.90 6.90 6.90 0.1 -14.0 -0.2 39.122 -88.543 154.9 0.1 0.0 1.1
MGIN 13.1 -3.7 1.6 7.52 17.65 10.99 12.6 -4.0 1.1 -22.319 -46.328 883.7 0.5 0.3 0.5
MGIS 16.1 18.4 -0.2 14.75 14.75 9.73 16.2 18.7 -0.8 47.976 -357.286 147.5 -0.1 -0.3 0.6
MGJF 12.2 -4.3 -0.5 7.15 7.15 7.15 12.4 -3.9 0.7 -21.777 -43.373 921.3 -0.2 -0.4 -1.2
MGJP 12.0 -4.1 -1.8 6.11 6.11 6.11 12.2 -3.8 -1.5 -19.852 -43.965 831.8 -0.2 -0.3 -0.3
MGL0 15.2 11.4 -0.3 12.68 12.68 12.68 15.5 11.5 0.0 15.949 -61.282 115.9 -0.3 -0.1 -0.3
MGLA 12.0 -3.6 -4.3 6.17 6.17 6.17 11.7 -4.2 1.0 -21.229 -44.975 925.9 0.3 0.6 -5.3
MGMC 12.7 -4.0 -2.5 17.22 15.62 9.53 12.7 -3.9 0.8 -16.716 -43.858 618.2 -0.0 -0.1 -3.3
MGMT 12.9 -4.2 -2.3 8.70 8.70 8.70 12.4 -4.0 0.7 -18.724 -47.524 912.5 0.5 -0.2 -3.0
MGNY 5.9 -16.9 1.1 5.43 5.00 5.43 6.1 -16.4 0.3 46.972 -70.565 -4.6 -0.2 -0.5 0.8
MGO3 -8.0 -14.5 -0.4 4.55 4.82 6.87 -6.9 -13.5 -0.9 30.677 -104.016 1966.4 -1.1 -1.0 0.5
MGO4 -6.0 -12.9 0.1 5.56 5.56 5.56 -6.4 -12.8 0.4 30.681 -104.024 1884.0 0.4 -0.1 -0.3
MGO5 -7.1 -13.3 -0.3 5.56 5.56 5.56 -6.9 -13.2 -0.3 30.680 -104.024 1885.5 -0.2 -0.1 -0.0
MGOS 17.0 19.2 -0.1 6.48 6.48 6.48 17.1 19.2 -1.0 35.146 -326.093 49.8 -0.1 -0.0 0.9
MGRB -6.9 -6.9 3.2 6.92 6.92 6.92 -6.9 -6.8 3.1 49.000 -124.697 1291.1 -0.0 -0.1 0.1
MGRD 16.5 20.8 0.2 14.27 14.27 14.28 16.0 20.9 0.4 45.975 -347.985 1374.8 0.5 -0.1 -0.2
MGRP 12.4 -3.9 -0.0 15.49 15.49 9.57 12.5 -4.0 0.9 -19.210 -46.133 1123.5 -0.1 0.1 -0.9
MGRV 54.3 18.4 -0.7 14.79 14.79 14.79 54.5 18.4 -1.0 -33.627 -209.169 45.1 -0.2 0.0 0.3
MGTO 10.8 -4.0 -0.0 7.23 7.23 7.23 11.4 -4.1 -0.2 -17.884 -41.498 390.6 -0.6 0.1 0.2
MGUB 12.2 -3.7 1.1 17.64 17.64 17.64 12.3 -3.7 1.1 -18.919 -48.256 869.2 -0.1 0.0 0.0
MGUE 13.3 -7.2 0.8 11.09 7.37 13.04 13.1 -8.0 1.1 -35.777 -69.398 1553.7 0.2 0.8 -0.3
MGV1 12.6 -4.2 2.1 7.61 12.21 6.29 12.3 -4.1 1.3 -21.543 -45.435 957.2 0.3 -0.1 0.8
MGW1 -0.3 -12.5 -3.2 4.52 4.51 5.03 -0.8 -12.5 -2.9 29.618 -89.947 -24.9 0.5 0.0 -0.3
MGW2 -0.7 -12.3 -2.8 5.03 5.03 5.03 -0.9 -12.4 -2.7 29.619 -89.947 -24.6 0.2 0.1 -0.1
MGW3 -0.7 -12.2 -2.7 5.03 5.03 5.03 -0.9 -12.3 -2.4 29.618 -89.947 -24.6 0.2 0.1 -0.3
MHC1 2.5 -15.5 -2.0 14.73 14.73 14.73 2.7 -15.6 -2.2 41.924 -79.642 422.0 -0.2 0.1 0.2
MHCB 0.4 -24.2 1.0 23.73 13.46 15.87 0.6 -23.9 1.7 37.342 -121.643 1261.8 -0.2 -0.3 -0.7
MHDL 14.9 -32.7 -0.3 13.11 10.47 17.19 14.4 -32.8 -0.0 37.842 -122.494 65.9 0.5 0.1 -0.3
MHIN 14.5 13.9 7.0 6.40 6.07 6.43 14.5 15.4 6.8 -39.431 -73.215 24.5 -0.0 -1.5 0.2
MHMS 17.5 -37.8 -1.4 12.93 13.47 13.47 16.3 -37.8 -1.3 33.939 -118.244 -2.5 1.2 0.0 -0.1
MHOP 56.2 21.6 -1.1 8.08 8.08 8.08 56.2 21.7 -0.8 -32.920 -214.088 260.5 0.0 -0.1 -0.3
MHTL -8.0 -11.3 -1.6 18.98 18.98 18.98 -8.1 -11.3 -1.8 45.329 -121.711 1750.3 0.1 0.0 0.2
MI02 12.5 20.8 5.2 6.02 6.25 6.24 12.5 20.3 5.4 60.180 -335.173 60.1 0.0 0.5 -0.2
MI04 13.0 20.5 4.1 9.02 9.02 9.02 13.1 20.4 4.2 60.180 -335.173 60.3 -0.1 0.1 -0.1
MI05 12.7 20.5 5.1 5.76 5.76 5.76 12.7 20.3 4.7 60.180 -335.173 60.2 0.0 0.2 0.4
MIA3 3.3 -9.4 -0.5 6.85 6.11 10.37 3.0 -9.8 -0.5 25.733 -80.160 -16.2 0.3 0.4 -0.0
MIA4 4.3 -10.4 1.7 6.97 6.93 6.97 4.3 -10.5 1.5 25.733 -80.161 -17.4 0.0 0.1 0.2
MIAA 1.4 -15.9 0.2 7.37 7.37 7.37 1.4 -16.0 0.1 42.234 -83.742 229.4 -0.0 0.1 0.1
MIAL 0.6 -16.6 -1.6 19.16 19.16 15.60 0.7 -16.6 -0.5 45.063 -83.429 144.7 -0.1 0.0 -1.1
MIAM -5.1 -17.1 -0.9 11.96 11.96 11.96 -4.9 -17.1 -1.2 49.371 -98.245 292.3 -0.2 0.0 0.3
MIAO -10.5 28.7 -3.5 8.85 8.97 9.98 -10.4 27.3 -6.0 24.583 -239.190 171.1 -0.1 1.4 2.5
MIAP 1.1 -16.9 2.3 6.74 6.74 6.74 0.8 -16.8 1.8 45.100 -83.455 165.4 0.3 -0.1 0.5
MIAR 0.9 -16.5 -2.3 17.82 17.82 12.82 0.7 -16.4 -1.4 43.983 -83.980 163.2 0.2 -0.1 -0.9
MIBC 1.1 -16.3 -2.9 14.70 19.67 14.71 1.1 -16.2 -2.4 42.322 -85.203 223.2 0.1 -0.1 -0.5
MIBH 1.5 -15.8 -3.3 16.99 11.99 11.97 1.5 -15.8 -2.5 42.088 -86.390 171.8 -0.0 0.0 -0.8
MIBL 1.2 -16.1 0.1 7.32 7.32 7.32 1.4 -16.1 0.0 42.607 -83.340 265.5 -0.2 -0.0 0.1
MIBO 0.7 -17.2 -1.3 16.75 15.29 16.75 0.4 -16.9 -0.3 45.206 -84.996 172.0 0.3 -0.3 -1.0
MIBR 17.0 18.8 -2.9 14.20 7.03 7.19 16.6 18.9 -0.5 42.680 -2.938 526.7 0.4 -0.1 -2.4
MIBX -1.3 -17.0 -1.0 19.02 14.03 14.05 -1.2 -17.2 -0.2 46.764 -88.513 193.8 -0.1 0.2 -0.8
MIBY 1.3 -16.3 -1.9 17.82 17.82 11.39 1.1 -16.2 -1.1 43.623 -83.947 151.9 0.2 -0.1 -0.8
MIC1 16.0 20.1 -0.1 14.13 14.13 14.13 16.0 20.1 -0.4 43.924 -354.283 628.1 0.0 0.0 0.3
MIC2 1.8 -16.2 -1.8 15.07 15.07 15.07 1.6 -16.2 -1.1 43.428 -82.668 219.6 0.2 -0.0 -0.7
MICC 1.2 -16.3 -0.5 12.23 12.23 12.23 1.4 -16.3 -1.6 43.607 -83.172 210.8 -0.2 0.0 1.1
MICL 0.7 -16.7 1.4 5.61 6.69 6.69 0.6 -16.8 1.6 43.817 -84.767 225.7 0.1 0.1 -0.2
MICO 0.7 -15.9 -2.2 9.76 9.76 9.76 0.7 -16.0 -2.3 43.060 -85.946 170.1 -0.0 0.1 0.1
MICP 1.8 -18.9 2.0 6.28 6.28 6.28 1.8 -19.0 1.7 47.467 -87.874 161.2 0.0 0.1 0.3
MICR 1.0 -15.6 -0.5 7.37 7.35 7.37 1.0 -15.5 -0.6 41.936 -85.022 265.1 0.0 -0.1 0.1
MICV 1.0 -15.9 -2.1 19.03 13.92 19.03 0.8 -15.9 -2.0 41.923 -85.516 223.4 0.2 0.0 -0.1
MICW 1.0 -15.7 -1.9 19.33 19.33 19.33 1.0 -15.8 -1.8 41.940 -84.980 266.4 -0.0 0.1 -0.1
MICX 0.2 -17.0 -0.9 16.99 16.99 16.99 0.2 -16.9 -0.6 45.310 -85.263 166.7 -0.0 -0.1 -0.3
MID2 0.8 -17.1 3.0 7.66 7.65 7.66 0.5 -17.1 2.4 46.015 -83.740 160.3 0.3 0.0 0.6
MIDA 7.4 -26.2 0.4 15.17 13.89 23.84 7.8 -25.1 0.6 35.922 -120.459 570.7 -0.4 -1.1 -0.2
MIDD 1.4 -15.4 -1.8 9.32 9.30 9.33 1.6 -15.4 -1.6 41.956 -83.649 170.6 -0.2 0.0 -0.2
MIDG 55.6 27.7 -0.8 13.87 11.57 11.53 55.7 28.0 -0.8 -20.644 -211.288 66.9 -0.1 -0.3 -0.0
MIDI 12.5 23.8 -1.1 9.33 9.04 9.33 12.6 23.7 -1.2 44.346 -331.317 48.0 -0.1 0.1 0.1
MIDS 1.1 -16.3 -2.2 20.03 20.03 15.03 1.0 -16.4 -1.6 43.050 -83.520 212.9 0.1 0.1 -0.6
MIDT 1.7 -15.9 -1.6 20.03 20.03 20.03 1.7 -16.0 -1.6 42.444 -83.006 161.2 0.0 0.1 -0.0
MIDV -8.8 -15.2 -0.0 10.62 10.62 6.20 -8.8 -15.2 0.2 40.621 -111.907 1311.5 0.0 -0.0 -0.2
MIDY 25.5 20.2 2.7 6.79 6.79 6.79 25.5 20.4 1.3 37.417 -318.643 977.8 -0.0 -0.2 1.4
